"구분별(1)",구분별(2),2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017
"구분별(1)",구분별(2),도수관,도수관,도수관,도수관,도수관,송수관,송수관,송수관,송수관,송수관,배수관,배수관,배수관,배수관,배수관,급수관,급수관,급수관,급수관,급수관
"구분별(1)",구분별(2),계 (m),경년관 연장 (m),경년관 비율 (%),연장가중 평균연령 (년),비내식성 관로비율 (%),계 (m),경년관 연장 (m),경년관 비율 (%),연장가중 평균연령 (년),비내식성 관로비율 (%),계 (m),경년관 연장 (m),경년관 비율 (%),연장가중 평균연령 (년),비내식성 관로비율 (%),계 (m),경년관 연장 (m),경년관 비율 (%),연장가중 평균연령 (년),비내식성 관로비율 (%)
"경기도",PVC관,550,550,100,25,0,2165,585,27,10,0,3541510,81639,2,8,0,583891,94692,16,12,0
"경기도",내충격수도관,0,0,0,0,0,0,0,0,0,0,1390433,49018,4,7,0,430930,17834,4,9,0
"경기도",PE관,2460,0,0,4,0,11607,0,0,9,0,1158711,118351,10,12,0,482761,109804,23,13,0
"경기도",아연도강관,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49312,46670,95,28,0
"경기도",동관,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,39837,6377,16,30,0
"경기도",스테인레스관,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9754548,677852,7,16,0
"경기도",흄관,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-
"경기도",기타,9900,0,0,16,0,4155,0,0,5,0,1721207,9135,1,12,0,390334,131157,34,22,0
"강원도",총계,210216,16153,8,19,25,586962,90100,15,16,22,5510858,588689,11,13,13,5098757,1949453,38,18,4
"강원도",에나멜코팅 도복장강관,59664,2820,5,22,0,150889,43296,29,23,0,443971,50042,11,18,0,267458,80558,30,21,0
"강원도",엑상에폭시 도복장강관,23885,880,4,17,0,47035,8688,19,13,0,342176,8092,2,15,0,536485,0,0,9,0
"강원도",주철관,52398,2817,5,22,0,129468,22531,17,13,0,707857,168655,24,21,0,13551,5714,42,25,0
"강원도",덕타일주철관,57614,9515,17,15,0,168161,0,0,15,0,895123,0,0,12,0,5877,0,0,13,0
"강원도",PVC관,0,0,0,0,0,23877,12750,53,19,0,667085,137496,21,13,0,1783215,1310576,74,24,0
"강원도",내충격수도관,0,0,0,0,0,21732,0,0,1,0,922834,58789,6,7,0,472776,80077,17,10,0
"강원도",PE관,14046,32,0,8,0,41650,440,1,6,0,1202237,138445,12,10,0,1003821,214742,21,13,0
"강원도",아연도강관,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,203226,201911,99,30,0
"강원도",동관,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,82150,0,0,22,0
"강원도",스테인레스관,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,236603,0,0,11,0
"강원도",흄관,1581,89,6,14,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-
"강원도",기타,1028,0,0,6,0,4150,2395,58,25,0,329575,27170,8,12,0,493595,55875,11,21,0
"충청북도",총계,85494,14380,17,22,20,451952,57076,13,16,46,5644795,623710,11,13,22,3449434,870208,25,16,1
"충청북도",에나멜코팅 도복장강관,25821,5051,20,25,0,60500,13043,22,19,0,501047,19660,4,14,0,535291,10391,2,15,0
"충청북도",엑상에폭시 도복장강관,7475,0,0,8,0,17682,909,5,13,0,76324,17061,22,14,0,197568,14006,7,5,0
"충청북도",주철관,17270,4236,25,22,0,209361,37490,18,19,0,1257344,271638,22,21,0,9142,459,5,20,0
"충청북도",덕타일주철관,24715,3706,15,23,0,121269,2735,2,11,0,972557,31477,3,10,0,39920,424,1,10,0
"충청북도",PVC관,2317,0,0,18,0,2282,0,0,10,0,1643672,152655,9,12,0,1028527,639238,62,21,0
"충청북도",내충격수도관,0,0,0,0,0,18796,2574,14,8,0,558889,3336,1,6,0,282797,276,0,8,0
"충청북도",PE관,3793,244,6,15,0,10596,0,0,7,0,303310,10461,3,7,0,370349,50149,14,11,0
"충청북도",아연도강관,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22328,15039,67,24,0
"충청북도",동관,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0
"충청북도",스테인레스관,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,74783,16919,23,28,0
"충청북도",흄관,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-
"충청북도",기타,4103,1143,28,27,0,11466,325,3,12,0,331652,117422,35,22,0,888729,123307,14,17,0
"충청남도",총계,98527,11613,12,27,31,584024,26101,5,16,32,9815020,714682,7,11,7,5227825,1062066,20,12,1
"충청남도",에나멜코팅 도복장강관,45329,5123,11,28,0,85511,3795,4,23,0,79549,7,0,17,0,714,0,0,28,0
"충청남도",엑상에폭시 도복장강관,4488,0,0,27,0,19182,0,0,18,0,164585,1401,1,7,0,10247,0,0,5,0
